1456-98fe-3171-af46	nonrenewable/nonrenewable/JJ/null/Abstract/2.31/resource|amod/ resources/resource/NNS/null/NA/null/occur|nsubj/resource|amod|resource|acl forming/form/VBG/null/Abstract/2.1/resource|acl/ occurs/occur/VBZ/null/NA/null//occur|nsubj|occur|nmod:over over/over/IN/null/NA/0.0/period|case/ a/a/DT/null/NA/0.0/period|det/ period/period/NN/null/Focus/3.31/occur|nmod:over|consider|nsubjpass/period|case|period|det|period|nmod:of|period|ref|period|acl:relcl of/of/IN/null/NA/0.0/year|case/ 300000000/300000000/CD/null/NA/0.0/year|nummod/ years/year/NNS/null/NA/null/period|nmod:of/year|case|year|nummod which/which/WDT/null/NA/0.0/period|ref/ is/be/VBZ/null/Abstract/1.59/consider|auxpass/ considered/consider/VBN/null/Abstract/1.97/period|acl:relcl/consider|nsubjpass|consider|auxpass|consider|dobj a/a/DT/null/NA/0.0/time|det/ very/very/RB/null/Abstract/1.43/long|advmod/ long/long/JJ/null/Focus/3.18/time|amod/long|advmod time/time/NN/null/Focus/3.07/consider|dobj/time|det|time|amod|time|nmod:to to/to/TO/null/NA/0.0/human|case/ a/a/DT/null/NA/0.0/human|det/ human/human/JJ/null/Concrete/4.93/time|nmod:to/human|case|human|det	PROTO-DURATIONS	subj-nonrenewable resources|subjl-nonrenewable resource|obj-period|objl-period|rel-occurs over|rel-occur over|[nonrenewable resources,occurs over,period]|[nonrenewable resource,occur over,period]/subj-nonrenewable resources|subjl-nonrenewable resource|obj-period of 300000000 years|objl-period of 300000000 year|rel-occurs over|rel-occur over|[nonrenewable resources,occurs over,period of 300000000 years]|[nonrenewable resource,occur over,period of 300000000 year]/subj-resources|subjl-resource|obj-period of 300000000 years|objl-period of 300000000 year|rel-occurs over|rel-occur over|[resources,occurs over,period of 300000000 years]|[resource,occur over,period of 300000000 year]/subj-resources|subjl-resource|obj-period|objl-period|rel-occurs over|rel-occur over|[resources,occurs over,period]|[resource,occur over,period]
ef35-06f3-5e2e-e454	shivering/shiver/VBG/null/Focus/3.54/kind|csubj/ is/be/VBZ/null/Abstract/1.59/kind|cop/ a/a/DT/null/NA/0.0/kind|det/ kind/kind/NN/null/Abstract/2.07//kind|csubj|kind|cop|kind|det|kind|acl:of of/of/IN/null/NA/0.0/shake|mark/ shaking/shake/VBG/null/Concrete/4.27/kind|acl:of/shake|mark	KINDOF	subj-shivering|subjl-shiver|obj-shaking|objl-shake|rel-is kind|rel-be kind|[shivering,is kind,shaking]|[shiver,be kind,shake]
fd7f-e7b7-79fa-6ff9	friction/friction/NN/null/Focus/3.0/cause|nsubj/ causes/cause/VBZ/null/NA/null//cause|nsubj|cause|dobj|cause|xcomp the/the/DT/null/NA/0.0/speed|det/ speed/speed/NN/null/Focus/3.62/cause|dobj|decrease|nsubj:xsubj/speed|det|speed|nmod:of of/of/IN/null/NA/0.0/object|case/ an/a/DT/null/NA/0.0/object|det/ object/object/NN/null/Focus/3.66/speed|nmod:of/object|case|object|det to/to/TO/null/NA/0.0/decrease|mark/ decrease/decrease/VB/null/Abstract/2.68/cause|xcomp/decrease|nsubj:xsubj|decrease|mark	CAUSE	subj-friction|subjl-friction|obj-speed of object|objl-speed of object|rel-causes|rel-cause|[friction,causes,speed of object]|[friction,cause,speed of object]/subj-friction|subjl-friction|obj-speed|objl-speed|rel-causes|rel-cause|[friction,causes,speed]|[friction,cause,speed]
8336-1d87-07a8-a631	East/East/NNP/null/Focus/3.04/Timor|compound/ Timor/Timor/NNP/null/NA/null/located|nsubj/Timor|compound is/be/VBZ/null/Abstract/1.59/located|cop/ located/located/JJ/null/NA/null//located|nsubj|located|cop|located|nmod:in in/in/IN/null/NA/0.0/hemisphere|case/ the/the/DT/null/NA/0.0/hemisphere|det/ southern/southern/JJ/null/Abstract/2.62/hemisphere|amod/ hemisphere/hemisphere/NN/null/Focus/3.58/located|nmod:in/hemisphere|case|hemisphere|det|hemisphere|amod	PROTO-COUNTRY-HEMISPHERE	subj-East Timor|subjl-East Timor|obj-hemisphere|objl-hemisphere|rel-is located in|rel-be located in|[East Timor,is located in,hemisphere]|[East Timor,be located in,hemisphere]/subj-East Timor|subjl-East Timor|obj-located|objl-located|rel-is|rel-be|[East Timor,is,located]|[East Timor,be,located]/subj-East Timor|subjl-East Timor|obj-southern hemisphere|objl-southern hemisphere|rel-is located in|rel-be located in|[East Timor,is located in,southern hemisphere]|[East Timor,be located in,southern hemisphere]
77c0-22af-6b56-1cbc	Tamaulipas/Tamaulipas/NNP/null/NA/null/state|nsubj/ is/be/VBZ/null/Abstract/1.59/state|cop/ a/a/DT/null/NA/0.0/state|det/ state/state/NN/null/Focus/3.52//state|nsubj|state|cop|state|det|state|amod located/located/JJ/null/NA/null/state|amod/located|nmod:in in/in/IN/null/NA/0.0/Mexico|case/ Mexico/Mexico/NNP/null/NA/null/located|nmod:in/Mexico|case	PROTO-SUBDIVISION-COUNTRY	subj-Tamaulipas|subjl-Tamaulipas|obj-state located in Mexico|objl-state located in Mexico|rel-is|rel-be|[Tamaulipas,is,state located in Mexico]|[Tamaulipas,be,state located in Mexico]/subj-Tamaulipas|subjl-Tamaulipas|obj-state|objl-state|rel-is|rel-be|[Tamaulipas,is,state]|[Tamaulipas,be,state]/subj-Tamaulipas|subjl-Tamaulipas|obj-state located|objl-state located|rel-is|rel-be|[Tamaulipas,is,state located]|[Tamaulipas,be,state located]/subj-Tamaulipas|subjl-Tamaulipas|obj-located|objl-located|rel-is|rel-be|[Tamaulipas,is,located]|[Tamaulipas,be,located]
3b62-4057-84c9-7743	omnivores/omnivore/NNS/null/NA/null/eat|nsubj/ eat/eat/VBP/null/Concrete/4.44//eat|nsubj|eat|dobj|eat|dobj plants/plant/NNS/null/NA/null/eat|dobj/plant|cc|plant|conj:or or/or/CC/null/NA/0.0/plant|cc/ animals/animal/NNS/null/NA/null/eat|dobj|plant|conj:or/	PROTO-CONSUMERS	subj-omnivores|subjl-omnivore|obj-plants|objl-plant|rel-eat|rel-eat|[omnivores,eat,plants]|[omnivore,eat,plant]/subj-omnivores|subjl-omnivore|obj-animals|objl-animal|rel-eat|rel-eat|[omnivores,eat,animals]|[omnivore,eat,animal]
329c-e273-405b-8f40	steam/steam/NN/null/Concrete/4.5/hot|nsubj/ is/be/VBZ/null/Abstract/1.59/hot|cop/ hot/hot/JJ/null/Concrete/4.31//hot|nsubj|hot|cop|hot|nmod:in in/in/IN/null/NA/0.0/temperature|case/ temperature/temperature/NN/null/Focus/3.71/hot|nmod:in/temperature|case	PROTO-PROPERTIES-THINGS	subj-steam|subjl-steam|obj-hot|objl-hot|rel-is|rel-be|[steam,is,hot]|[steam,be,hot]/subj-steam|subjl-steam|obj-temperature|objl-temperature|rel-is hot in|rel-be hot in|[steam,is hot in,temperature]|[steam,be hot in,temperature]
10a4-f87c-a7ab-cbbe	Samoa/Samoa/NNP/null/NA/null/located|nsubj/ is/be/VBZ/null/Abstract/1.59/located|cop/ located/located/JJ/null/NA/null//located|nsubj|located|cop|located|nmod:in in/in/IN/null/NA/0.0/hemisphere|case/ the/the/DT/null/NA/0.0/hemisphere|det/ southern/southern/JJ/null/Abstract/2.62/hemisphere|amod/ hemisphere/hemisphere/NN/null/Focus/3.58/located|nmod:in/hemisphere|case|hemisphere|det|hemisphere|amod	PROTO-COUNTRY-HEMISPHERE	subj-Samoa|subjl-Samoa|obj-hemisphere|objl-hemisphere|rel-is located in|rel-be located in|[Samoa,is located in,hemisphere]|[Samoa,be located in,hemisphere]/subj-Samoa|subjl-Samoa|obj-southern hemisphere|objl-southern hemisphere|rel-is located in|rel-be located in|[Samoa,is located in,southern hemisphere]|[Samoa,be located in,southern hemisphere]/subj-Samoa|subjl-Samoa|obj-located|objl-located|rel-is|rel-be|[Samoa,is,located]|[Samoa,be,located]
828a-1af1-a7bd-61e8	gravity/gravity/NN/null/Abstract/2.86/cause|nsubj/ causes/cause/VBZ/null/NA/null//cause|nsubj|cause|dobj orbits/orbit/NNS/null/NA/null/cause|dobj/	CAUSE	subj-gravity|subjl-gravity|obj-orbits|objl-orbit|rel-causes|rel-cause|[gravity,causes,orbits]|[gravity,cause,orbit]
3582-e9a2-b995-720c	RhodeIsland/RhodeIsland/NNP/null/NA/null/state|nsubj/ is/be/VBZ/null/Abstract/1.59/state|cop/ a/a/DT/null/NA/0.0/state|det/ state/state/NN/null/Focus/3.52//state|nsubj|state|cop|state|det|state|amod located/located/JJ/null/NA/null/state|amod/located|nmod:in in/in/IN/null/NA/0.0/States|case/ the/the/DT/null/NA/0.0/States|det/ United/United/NNP/null/Abstract/2.61/States|compound/ States/States/NNPS/null/NA/null/located|nmod:in/States|case|States|det|States|compound|States|nmod:of of/of/IN/null/NA/0.0/America|case/ America/America/NNP/null/NA/null/States|nmod:of/America|case	PROTO-SUBDIVISION-COUNTRY	subj-RhodeIsland|subjl-RhodeIsland|obj-located|objl-located|rel-is|rel-be|[RhodeIsland,is,located]|[RhodeIsland,be,located]/subj-RhodeIsland|subjl-RhodeIsland|obj-state located|objl-state located|rel-is|rel-be|[RhodeIsland,is,state located]|[RhodeIsland,be,state located]/subj-RhodeIsland|subjl-RhodeIsland|obj-state|objl-state|rel-is|rel-be|[RhodeIsland,is,state]|[RhodeIsland,be,state]/subj-RhodeIsland|subjl-RhodeIsland|obj-state located in United States of America|objl-state located in United States of America|rel-is|rel-be|[RhodeIsland,is,state located in United States of America]|[RhodeIsland,be,state located in United States of America]/subj-RhodeIsland|subjl-RhodeIsland|obj-state located in United States|objl-state located in United States|rel-is|rel-be|[RhodeIsland,is,state located in United States]|[RhodeIsland,be,state located in United States]
10ea-cf33-c978-c0fb	a/a/DT/null/NA/0.0/clam|det/ clam/clam/NN/null/Concrete/4.89/kind|nsubj/clam|det is/be/VBZ/null/Abstract/1.59/kind|cop/ a/a/DT/null/NA/0.0/animal|det:qmod/a|mwe|a|mwe kind/kind/NN/null/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/null/NA/0.0/a|mwe/ aquatic/aquatic/JJ/null/Focus/3.44/animal|amod/ animal/animal/NN/null/Concrete/4.61//animal|det:qmod|animal|amod	KINDOF	
a538-175f-9223-d117	the/the/DT/null/NA/0.0/sun|det/ sun/sun/NN/null/Concrete/4.83/source|nsubj/sun|det is/be/VBZ/null/Abstract/1.59/source|cop/ a/a/DT/null/NA/0.0/source|det/ source/source/NN/null/Abstract/2.96//source|nsubj|source|cop|source|det|source|nmod:of of/of/IN/null/NA/0.0/energy|case/ light/light/JJ/null/Concrete/4.21/energy|amod/light|cc|light|conj:or or/or/CC/null/NA/0.0/light|cc/ light/light/JJ/null/Concrete/4.21/light|conj:or|energy|amod/ energy/energy/NN/null/Focus/3.11/source|nmod:of/energy|case|energy|amod|energy|amod|energy|acl called/call/VBN/null/NA/null/energy|acl/call|xcomp sunlight/sunlight/NN/null/Concrete/4.45/call|xcomp/	SOURCEOF	subj-sun|subjl-sun|obj-light energy called|objl-light energy call|rel-is source of|rel-be source of|[sun,is source of,light energy called]|[sun,be source of,light energy call]/subj-sun|subjl-sun|obj-source|objl-source|rel-is|rel-be|[sun,is,source]|[sun,be,source]/subj-sun|subjl-sun|obj-light energy|objl-light energy|rel-is source of|rel-be source of|[sun,is source of,light energy]|[sun,be source of,light energy]/subj-sun|subjl-sun|obj-energy|objl-energy|rel-is source of|rel-be source of|[sun,is source of,energy]|[sun,be source of,energy]/subj-sun|subjl-sun|obj-energy called|objl-energy call|rel-is source of|rel-be source of|[sun,is source of,energy called]|[sun,be source of,energy call]
08c1-496e-6ad5-5c13	bread/bread/NN/null/Concrete/4.92/kind|nsubj/ is/be/VBZ/null/Abstract/1.59/kind|cop/ a/a/DT/null/NA/0.0/food|det:qmod/a|mwe|a|mwe kind/kind/NN/null/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/null/NA/0.0/a|mwe/ food/food/NN/null/Concrete/4.8//food|det:qmod	KINDOF	
e660-269c-8499-0d37	Tennessee/Tennessee/NNP/null/NA/null/state|nsubj/ is/be/VBZ/null/Abstract/1.59/state|cop/ a/a/DT/null/NA/0.0/state|det/ state/state/NN/null/Focus/3.52//state|nsubj|state|cop|state|det|state|amod located/located/JJ/null/NA/null/state|amod/located|nmod:in in/in/IN/null/NA/0.0/States|case/ the/the/DT/null/NA/0.0/States|det/ United/United/NNP/null/Abstract/2.61/States|compound/ States/States/NNPS/null/NA/null/located|nmod:in/States|case|States|det|States|compound|States|nmod:of of/of/IN/null/NA/0.0/America|case/ America/America/NNP/null/NA/null/States|nmod:of/America|case	PROTO-SUBDIVISION-COUNTRY	subj-Tennessee|subjl-Tennessee|obj-state located in United States of America|objl-state located in United States of America|rel-is|rel-be|[Tennessee,is,state located in United States of America]|[Tennessee,be,state located in United States of America]/subj-Tennessee|subjl-Tennessee|obj-located|objl-located|rel-is|rel-be|[Tennessee,is,located]|[Tennessee,be,located]/subj-Tennessee|subjl-Tennessee|obj-state|objl-state|rel-is|rel-be|[Tennessee,is,state]|[Tennessee,be,state]/subj-Tennessee|subjl-Tennessee|obj-state located|objl-state located|rel-is|rel-be|[Tennessee,is,state located]|[Tennessee,be,state located]/subj-Tennessee|subjl-Tennessee|obj-state located in United States|objl-state located in United States|rel-is|rel-be|[Tennessee,is,state located in United States]|[Tennessee,be,state located in United States]
9d19-224c-847b-a622	when/when/WRB/null/Abstract/1.6/present|advmod/ both/both/CC/null/NA/0.0/gene|dep/ a/a/DT/null/NA/0.0/gene|det/ dominant/dominant/JJ/null/Abstract/1.66/gene|amod/dominant|cc|dominant|conj:and and/and/CC/null/NA/0.0/dominant|cc/ recessive/recessive/JJ/null/Abstract/2.04/dominant|conj:and|gene|amod/ gene/gene/NN/null/Focus/3.59/present|nsubj/gene|dep|gene|det|gene|amod|gene|amod are/be/VBP/null/Abstract/1.96/present|cop/ present/present/JJ/null/Focus/3.39/visible|advcl/present|advmod|present|nsubj|present|cop ,/,/,/null/NA/0.0/visible|punct/ the/the/DT/null/NA/0.0/trait|det/ dominant/dominant/JJ/null/Abstract/1.66/trait|amod/ trait/trait/NN/null/Abstract/2.72/visible|nsubj|express|nsubj/trait|det|trait|amod will/will/MD/null/NA/0.0/visible|aux/ be/be/VB/null/Abstract/1.85/visible|cop/ visible/visible/JJ/null/Focus/3.08//visible|advcl|visible|punct|visible|nsubj|visible|aux|visible|cop|visible|cc|visible|conj:or or/or/CC/null/NA/0.0/visible|cc/ expressed/express/VBN/null/Abstract/2.03/visible|conj:or/express|nsubj	PROTO-IF-THEN	subj-gene|subjl-gene|obj-when present|objl-when present|rel-are|rel-be|[gene,are,when present]|[gene,be,when present]/subj-dominant gene|subjl-dominant gene|obj-when present|objl-when present|rel-are|rel-be|[dominant gene,are,when present]|[dominant gene,be,when present]/subj-trait|subjl-trait|obj-will visible|objl-will visible|rel-will|rel-will|[trait,will,will visible]|[trait,will,will visible]/subj-dominant gene|subjl-dominant gene|obj-present|objl-present|rel-are|rel-be|[dominant gene,are,present]|[dominant gene,be,present]/subj-dominant trait|subjl-dominant trait|obj-will visible|objl-will visible|rel-will|rel-will|[dominant trait,will,will visible]|[dominant trait,will,will visible]/subj-gene|subjl-gene|obj-present|objl-present|rel-are|rel-be|[gene,are,present]|[gene,be,present]
a462-a04a-e149-ba3f	a/a/DT/null/NA/0.0/test|det/ lab/lab/NN/null/Concrete/4.69/test|compound/ test/test/NN/null/Focus/3.93/use|nsubjpass/test|det|test|compound|test|nmod:on on/on/IN/null/NA/0.0/supply|case/ a/a/DT/null/NA/0.0/supply|det/ water/water/NN/null/Concrete/5.0/supply|compound/ supply/supply/NN/null/Focus/3.43/test|nmod:on/supply|case|supply|det|supply|compound is/be/VBZ/null/Abstract/1.59/use|auxpass/ used/use/VBN/null/Abstract/2.64//use|nsubjpass|use|auxpass|use|advcl:for for/for/IN/null/NA/0.0/check|mark/ checking/check/VBG/null/NA/null/use|advcl:for/check|mark|check|dobj|check|xcomp water/water/NN/null/Concrete/5.0/check|dobj|make|nsubj:xsubj/ to/to/TO/null/NA/0.0/make|mark/ make/make/VB/null/Abstract/2.67/check|xcomp/make|nsubj:xsubj|make|mark|make|xcomp sure/sure/JJ/null/Abstract/1.73/make|xcomp/sure|ccomp it/it/PRP/null/NA/0.0/safe|nsubj|drink|nsubj:xsubj/ is/be/VBZ/null/Abstract/1.59/safe|cop/ safe/safe/JJ/null/Focus/3.41/sure|ccomp/safe|nsubj|safe|cop|safe|xcomp to/to/TO/null/NA/0.0/drink|mark/ drink/drink/VB/null/Concrete/4.76/safe|xcomp/drink|nsubj:xsubj|drink|mark|drink|nmod:by by/by/IN/null/NA/0.0/company|case/ water/water/NN/null/Concrete/5.0/company|compound/ companies/company/NNS/null/NA/null/drink|nmod:by/company|case|company|compound	USEDFOR	subj-it|subjl-it|obj-safe|objl-safe|rel-is|rel-be|[it,is,safe]|[it,be,safe]/subj-lab test|subjl-lab test|obj-water|objl-water|rel-checking|rel-check|[lab test,checking,water]|[lab test,check,water]/subj-lab test|subjl-lab test|obj-used|objl-use|rel-is|rel-be|[lab test,is,used]|[lab test,be,use]/subj-it|subjl-it|obj-water companies|objl-water company|rel-drink by|rel-drink by|[it,drink by,water companies]|[it,drink by,water company]/subj-water|subjl-water|obj-sure|objl-sure|rel-make|rel-make|[water,make,sure]|[water,make,sure]
b320-8125-95c4-8c27	to/to/TO/null/NA/0.0/run|mark/ run/run/VB/null/Concrete/4.31//run|mark|run|nmod:on on/on/IN/null/NA/0.0/means|case/ means/means/NNS/null/Abstract/1.93/run|nmod:on/means|case|means|acl:to to/to/TO/null/NA/0.0/use|mark/ use/use/VB/null/Abstract/2.78/means|acl:to/use|mark|use|nmod:as as/as/IN/null/NA/0.0/source|case/ an/a/DT/null/NA/0.0/source|det/ energy/energy/NN/null/Focus/3.11/source|compound/ source/source/NN/null/Abstract/2.96/use|nmod:as/source|case|source|det|source|compound	SYNONYMY	
fa35-1103-b845-dbab	Malawi/Malawi/NNP/null/NA/null/located|nsubj/ is/be/VBZ/null/Abstract/1.59/located|cop/ located/located/JJ/null/NA/null//located|nsubj|located|cop|located|nmod:in in/in/IN/null/NA/0.0/hemisphere|case/ the/the/DT/null/NA/0.0/hemisphere|det/ southern/southern/JJ/null/Abstract/2.62/hemisphere|amod/ hemisphere/hemisphere/NN/null/Focus/3.58/located|nmod:in/hemisphere|case|hemisphere|det|hemisphere|amod	PROTO-COUNTRY-HEMISPHERE	subj-Malawi|subjl-Malawi|obj-located|objl-located|rel-is|rel-be|[Malawi,is,located]|[Malawi,be,located]/subj-Malawi|subjl-Malawi|obj-southern hemisphere|objl-southern hemisphere|rel-is located in|rel-be located in|[Malawi,is located in,southern hemisphere]|[Malawi,be located in,southern hemisphere]/subj-Malawi|subjl-Malawi|obj-hemisphere|objl-hemisphere|rel-is located in|rel-be located in|[Malawi,is located in,hemisphere]|[Malawi,be located in,hemisphere]
